,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10
6997,0.19780219780219777,0.06135799684186777,0.032427143755678234,0.05247892685579625,0.018787800797838115,0.19414483821263473,0.03043886166996769,0.07905922357608389,0.01569458021070924,0.03517163759144626
616,0.42612942612942617,0.3814572524249944,0.5184149835767697,0.7359738964923411,0.5739716038261914,0.4206471494607087,0.2974043573438966,0.555398129781808,0.5064624742044097,0.5275745638716938
892,0.2075702075702075,0.09181141439205956,0.15682437626668527,0.26302909453457807,0.2158452365632909,0.10939907550077033,0.029187949546544356,0.10427883253046188,0.049636146410339956,0.14940911648846367
7898,0.5164835164835162,0.5301150462440785,0.6780348032706687,0.6694462068340433,0.4566550851456269,0.47303543913713386,0.5082872928176795,0.6322848776801739,0.5225371999565548,0.5576814856499719
9372,0.3650793650793651,0.16219264606361375,0.038227688867146545,0.041965014048762794,0.019860163857075452,0.36671802773497686,0.08808506202439279,0.12628695570038728,0.04887585532746822,0.10551491277433878
7166,0.29670329670329654,0.2179111211369276,0.187504367880355,0.32602193419740777,0.23386093595847815,0.3620955315870569,0.12165120400291879,0.3987909700576178,0.2980884109916368,0.325267304445695
8872,0.19780219780219777,0.07218587863749149,0.03571178978265427,0.05465421916069972,0.018787800797838115,0.2804314329738058,0.03189825914729491,0.08793803721545293,0.022482893450635387,0.03517163759144626
2282,0.28937728937728924,0.17144146176404243,0.14550283038647002,0.3007341611529049,0.19096641358898472,0.36671802773497686,0.08881476076305642,0.2994238216680835,0.24128380579993483,0.23747889701744512
8765,0.23321123321123305,0.09203699526280168,0.04102313229436018,0.05157255506208647,0.024149616094024794,0.2804314329738058,0.04117585739601794,0.10002833663927459,0.029271206690561526,0.03517163759144626
11458,0.3235653235653235,0.16354613128806675,0.06101055279893772,0.0547448563400707,0.032728520567923476,0.4684129429892143,0.11310330449285938,0.15386795126098046,0.07260779841425002,0.14940911648846367
5072,0.19780219780219777,0.06474170990300021,0.0366203088964987,0.07559140759539563,0.029511431390211472,0.1987673343605545,0.03179401647034295,0.07905922357608389,0.01569458021070924,0.03517163759144626
8308,0.413919413919414,0.21949018723212269,0.0369697393249004,0.03045409226864859,0.010723630592373357,0.6101694915254234,0.14072761388512456,0.1420610182299046,0.061637884218529386,0.14940911648846367
11306,0.17460317460317465,0.062260320324836416,0.03515270109721154,0.0555605909544095,0.020460687170248362,0.18335901386748854,0.026477639945793816,0.07178615282894117,0.011187140219398282,0.03517163759144626
11622,0.24053724053724035,0.12452064064967291,0.05751624851492067,0.06226774222786187,0.029511431390211472,0.2804314329738058,0.06952986552694673,0.1600075564371399,0.06614532420984034,0.10551491277433878
272,0.19047619047619047,0.06609519512745315,0.031029422042071417,0.04957853711592494,0.018787800797838115,0.1987673343605545,0.02866673616178464,0.07273070747142724,0.01569458021070924,0.03517163759144626
6321,0.19780219780219777,0.08008120911346717,0.04144244880844224,0.12589504214628838,0.07776776905589157,0.19414483821263473,0.03189825914729491,0.10267308963823558,0.03377864668187248,0.03517163759144626
5841,0.1855921855921856,0.09948116399729298,0.06233838842686419,0.13133327290854707,0.07510830866898298,0.18335901386748854,0.035234024809757125,0.10739586285066594,0.036059519930487664,0.03517163759144626
8562,0.17704517704517708,0.06361380554928939,0.06101055279893772,0.1140215716486903,0.06704413846351821,0.20493066255778114,0.027728552069217136,0.08689902710871825,0.026012816335396975,0.03517163759144626
5825,0.17704517704517708,0.06925332731784342,0.03473338458312948,0.05710142300371614,0.018787800797838115,0.09861325115562414,0.0257479412071302,0.07310852932842167,0.012056044314108831,0.03517163759144626
358,0.24664224664224665,0.13286713286713284,0.0919700887553288,0.19151636001087646,0.13138592201775834,0.19414483821263473,0.06296257687897427,0.22074241994899407,0.15450200934071903,0.10551491277433878
848,0.21978021978021967,0.1475298894653733,0.15563631281011947,0.3340886431614248,0.23862222794149188,0.2804314329738058,0.0684874387574273,0.24615093983186934,0.2148365374171826,0.23747889701744512
2765,0.2075702075702075,0.086848635235732,0.04221119575092598,0.05121000634460254,0.024149616094024794,0.21571648690292755,0.04169707078077767,0.09625011806933031,0.03198653198653199,0.03517163759144626
10970,0.0,0.014211594856756132,0.001467607799287153,0.002175292304903473,0.003560245356667952,0.2804314329738058,0.0014593974773272206,0.0,0.0,0.03517163759144626
8971,0.1782661782661783,0.0694789081885856,0.037878258438744844,0.07024381401250793,0.028439068330974142,0.19414483821263473,0.024288543729802978,0.0737697175781619,0.01569458021070924,0.01097355092853125
2410,0.24664224664224665,0.1312880667719377,0.07561674470612899,0.11139309344693192,0.06704413846351821,0.19414483821263473,0.06838319608047536,0.23254935298006993,0.13033561420658196,0.10551491277433878
3701,0.18925518925518925,0.08053237085495149,0.0366203088964987,0.057735883259312976,0.024149616094024794,0.15254237288135597,0.034400083394141565,0.08793803721545293,0.01569458021070924,0.03517163759144626
2731,0.2148962148962148,0.1315136476426799,0.14103012090292819,0.25985679325659383,0.17964225968343844,0.2804314329738058,0.05107891170645262,0.1459336922640975,0.09297273813402845,0.14940911648846367
7111,0.2930402930402931,0.201669298443492,0.5668460409532461,0.5239735339436237,0.4839360013726247,0.2804314329738058,0.08495778171583446,0.3498630395768395,0.2905941131747583,0.5011254924029263
4451,0.2148962148962148,0.10963230318069025,0.16597945349080995,0.2952959303906462,0.23433277570454256,0.19414483821263473,0.045554049827999585,0.15575706054595262,0.09411317475833605,0.10551491277433878
4789,0.40537240537240526,0.2280622603203248,0.03997484100915506,0.031904287138584245,0.010723630592373357,0.6101694915254234,0.14802460127176068,0.14990082176253897,0.06581948517432387,0.14940911648846367
3303,0.5091575091575089,0.46559891721182045,0.7718219302536864,0.8182724553611891,0.6112469437652812,0.4422187981510015,0.24611696028354008,0.9881930669689242,0.9728467470402955,0.5891952729319077
9475,0.2661782661782661,0.14617640424092035,0.040044727094835406,0.03679869482461706,0.011281259383176766,0.2804314329738058,0.07515897008235173,0.10531784263719658,0.04463994786575431,0.061620709060213885
4881,0.26862026862026855,0.1630949695465824,0.11028024320357815,0.3552977431342336,0.2576673958735469,0.2804314329738058,0.07776503700615031,0.2821384717105884,0.27446508091669375,0.325267304445695
2408,0.343101343101343,0.22197157681028648,0.11978475085610454,0.1321490075228859,0.07776776905589157,0.2804314329738058,0.1270718232044199,0.35458581278926987,0.23710220484414032,0.23747889701744512
1502,0.3846153846153846,0.2785923753665689,0.2534069466769166,0.19632013051753827,0.13674773731394502,0.4622496147919877,0.21922234962993847,0.4190988948710683,0.29026827413924183,0.325267304445695
11679,0.22832722832722818,0.14256711030904576,0.14284715913061707,0.23511284328831683,0.1689186290910651,0.2804314329738058,0.07265714583550506,0.2765655993199207,0.17318344737699576,0.10551491277433878
5441,0.23076923076923062,0.10624859011955781,0.034523726326088466,0.050666183268376686,0.018787800797838115,0.2804314329738058,0.04409465235067238,0.11051289317086996,0.03242098403388726,0.03517163759144626
2438,0.20512820512820507,0.12136250845928268,0.3338458312949891,0.5581437505664824,0.5266160511302707,0.21571648690292755,0.04670071927447096,0.2319826201945783,0.1597154339089823,0.5174451322453573
326,0.2417582417582418,0.15204150688021653,0.1411698930742889,0.3546632828786368,0.3060095225839661,0.2804314329738058,0.06734076931095592,0.2825162935675829,0.16954491148039535,0.14940911648846367
991,0.36874236874236854,0.28626212497180237,0.6040953246208678,0.526692649324753,0.4772444558829838,0.36671802773497686,0.1383300323152299,0.46944365731557575,0.3686868686868687,0.545019696117051
10292,0.1855921855921856,0.09045792916760659,0.05514012160178908,0.1073144203752379,0.05499077767769056,0.18335901386748854,0.03200250182424684,0.08850477000094457,0.029271206690561526,0.03517163759144626
1621,0.22466422466422475,0.10196255357545678,0.10091550772241245,0.2760808483639989,0.1823446145927165,0.2804314329738058,0.041280100072969894,0.20893548691791822,0.1080156402737048,0.19358469330332018
6245,0.20512820512820507,0.086848635235732,0.040044727094835406,0.0555605909544095,0.024149616094024794,0.18335901386748854,0.03909100385697904,0.12033626145272505,0.045291625936787226,0.03517163759144626
1764,0.23321123321123305,0.13918339724791337,0.053602627716821574,0.06362729991842653,0.028181701196757176,0.18335901386748854,0.0550401334306265,0.16406914139982998,0.07000108613011838,0.03517163759144626
2785,0.7118437118437118,0.7514098804421385,0.9433223845132432,0.7755823438774585,0.5200960837301076,0.5885978428351308,0.6887313666214949,0.7087938037215453,0.6005213424568263,0.6381541924592007
12820,0.18681318681318682,0.08797653958944279,0.03291634635544062,0.041693102510649865,0.014627032127997257,0.2804314329738058,0.04326071093505682,0.10484556531595353,0.030520256326707927,0.03517163759144626
3349,0.2515262515262515,0.18339724791337694,0.17317772031588508,0.2784374150276443,0.2171749667567452,0.2804314329738058,0.08130928802251641,0.2881836214224993,0.20191158900836323,0.19358469330332018
1617,0.1648351648351647,0.10399278141213622,0.08344398630232719,0.17483911900661647,0.12220649423068675,0.2804314329738058,0.03929948921088294,0.14650042504958913,0.07000108613011838,0.061620709060213885
4003,0.3785103785103783,0.4150688021655764,0.6442099378013837,0.658297833771413,0.4817054862094111,0.2804314329738058,0.32210987178150735,0.5423632757155002,0.4569349408059085,0.4772087788407428
1640,0.18681318681318682,0.0850439882697947,0.03480327066880984,0.041693102510649865,0.011753099129241194,0.18335901386748854,0.041905556134681554,0.10484556531595353,0.030520256326707927,0.03517163759144626
5225,0.2722832722832722,0.13422061809158584,0.08435250541617162,0.18680322668358557,0.14056534980482993,0.18335901386748854,0.06473470238715731,0.24907905922357607,0.13913326816552624,0.10551491277433878
6479,1.0,0.9839837581773068,0.7997763645258227,0.5854255415571467,0.36996525543688075,0.793528505392912,1.0,0.73628034381789,0.6297925491473879,0.6783905458638153
741,0.26129426129426125,0.19174374013083686,0.2283877280033545,0.39309344693193143,0.30536610474842363,0.3713405238828966,0.10736995726050244,0.3826390856711061,0.306614532420984,0.23747889701744512
7963,0.38949938949938945,0.29483419806000455,0.24998252847857988,0.3820357110486721,0.2910393342770129,0.3713405238828966,0.1853434796205567,0.49324643430622467,0.3749321168676007,0.325267304445695
2706,0.341880341880342,0.19287164448454772,0.07624571947725206,0.07477567298105682,0.03367220006005233,0.3713405238828966,0.11602209944751382,0.22074241994899407,0.12045183012924948,0.14940911648846367
1482,0.19780219780219777,0.16580193999548834,0.38947515549654055,0.403335448200852,0.30652425685240003,0.21879815100154065,0.09913478578129886,0.28081609521110795,0.20576735092864126,0.27630838491840176
3382,0.1367521367521367,0.047823144597338135,0.04542595569222167,0.09643795885072055,0.04864238836700553,0.07550077041602465,0.020952778067340777,0.0863322943232266,0.01569458021070924,0.03517163759144626
9884,0.3308913308913308,0.147078727723889,0.06597246488224193,0.0641711229946524,0.024149616094024794,0.2804314329738058,0.07651412488272699,0.14395012751487676,0.06093189964157706,0.11564434440067528
6729,0.3357753357753357,0.24317617866004956,0.17876860717031234,0.3914619777032538,0.35503796165229706,0.2804314329738058,0.11049723756906077,0.42051572683479743,0.25801020962311283,0.19358469330332018
8561,0.3015873015873014,0.14008572073088202,0.06597246488224193,0.056829511465603194,0.024149616094024794,0.2804314329738058,0.0843323256541228,0.15462359497496933,0.07363962202671881,0.10551491277433878
1034,0.45421245421245415,0.3381457252424994,0.139143196589559,0.0974349678238013,0.05276026251447691,0.4899845916795067,0.2569581986865423,0.43695097761405494,0.21027479091995221,0.3567810917276307
5190,0.271062271062271,0.13625084592826522,0.09071213921308266,0.2249614791987673,0.17732595547548577,0.2804314329738058,0.06650682789534038,0.250779257580051,0.15596828500054308,0.19358469330332018
8978,0.1587301587301586,0.05188360027069702,0.04193165140820461,0.07033445119187891,0.028910908077038562,0.18952234206471474,0.024497029083706864,0.07905922357608389,0.012056044314108831,0.03517163759144626
6747,0.37606837606837584,0.3142341529438304,0.18652596268083022,0.2192513368983957,0.14425427872860636,0.4268104776579351,0.1983738142395497,0.4273165202606971,0.3570652764201151,0.325267304445695
786,0.19780219780219777,0.07669749605233472,0.04081347403731915,0.06498685760899121,0.029511431390211472,0.2804314329738058,0.033149171270718245,0.10267308963823558,0.046703595090691864,0.03517163759144626
6363,0.21001221001220993,0.06135799684186777,0.033894751554965394,0.052660201214538196,0.018787800797838115,0.18952234206471474,0.03043886166996769,0.07905922357608389,0.01569458021070924,0.03517163759144626
4895,0.19780219780219777,0.06902774644710127,0.03801803061010553,0.10432339345599566,0.061682323167331535,0.2804314329738058,0.03179401647034295,0.08793803721545293,0.029271206690561526,0.03517163759144626
4605,0.3211233211233211,0.2695691405368824,0.3594940247396743,0.44656938276080843,0.3673057950499722,0.2804314329738058,0.1967059314083186,0.4902238594502692,0.407896165960682,0.3694428812605515
11084,0.24542124542124522,0.1290322580645161,0.05793556502900271,0.07468503580168585,0.042551366190537475,0.2804314329738058,0.06515167309496508,0.22074241994899407,0.10101010101010102,0.03517163759144626
2347,0.32478632478632474,0.1626438078050981,0.06597246488224193,0.06815915888697544,0.03367220006005233,0.2804314329738058,0.10267903679766496,0.17984320392934736,0.09536222439448247,0.10551491277433878
12749,0.1367521367521367,0.052334762012181346,0.06597246488224193,0.20465875101966824,0.1283404109295243,0.07550077041602465,0.022307932867716054,0.10815150656465479,0.029271206690561526,0.03517163759144626
3884,0.2515262515262515,0.1967065192871644,0.21482982738136835,0.3020937188434696,0.23862222794149188,0.2804314329738058,0.1164390701553216,0.36242561632190423,0.27815792331921363,0.23747889701744512
9951,0.3858363858363856,0.3155876381682833,0.5033195890698161,0.4040605456358198,0.3305451893793163,0.6009244992295837,0.22036901907640988,0.7447813356002646,0.3746062778320843,0.7585818795723129
5364,0.3626373626373627,0.3453643131062486,0.6196799217275839,0.543460527508384,0.45309483978895904,0.3574730354391371,0.28208068383196083,0.5723056578823086,0.44471597697404147,0.5011254924029263
12384,0.43345543345543347,0.24520640649672906,0.060032147599412944,0.043324571739327467,0.021275683095268734,0.4206471494607087,0.15490461795058896,0.2332105412298102,0.08808515260128164,0.19583567810917274
296,0.19780219780219777,0.10872997969772161,0.05514012160178908,0.06471494607087827,0.028181701196757176,0.2804314329738058,0.05451892004586678,0.14517804855010863,0.07000108613011838,0.03517163759144626
6198,0.3492063492063493,0.1513647642679901,0.051016842546648955,0.05057554608900572,0.014627032127997257,0.3713405238828966,0.07849473574481394,0.13299329366203835,0.061637884218529386,0.061620709060213885
6788,0.24664224664224665,0.11504624407850214,0.06394576839751205,0.11810024472038429,0.08544588856003088,0.19414483821263473,0.05222558115292403,0.18532162085576653,0.08205713044422722,0.03517163759144626
12196,0.19780219780219777,0.10489510489510487,0.1253756377105318,0.31070425088371245,0.1823446145927165,0.15254237288135597,0.034712811424997395,0.16303013129309532,0.11887694145758662,0.14940911648846367
5521,0.26129426129426125,0.19106699751861042,0.24746662939408764,0.38475482642980147,0.3489040449534595,0.19414483821263473,0.11101845095382049,0.3894398790970057,0.28722710980775495,0.28137310073157
2494,0.41636141636141644,0.26302729528535973,0.20078272415961979,0.17375147285416476,0.12602410672157166,0.6224961479198765,0.1783592202647764,0.4867290072730707,0.2757684370587596,0.5011254924029263
4248,0.36874236874236854,0.29483419806000455,0.21175483961143332,0.267379679144385,0.17428044438725177,0.37750385208012305,0.16449494423016783,0.42051572683479743,0.3506028022157054,0.28137310073157
9631,0.2503052503052501,0.08639747349424767,0.031029422042071417,0.041149279434423994,0.024149616094024794,0.2804314329738058,0.04805587407484625,0.11051289317086996,0.03377864668187248,0.03517163759144626
10083,0.19780219780219777,0.10241371531694113,0.08064854287511355,0.1979515997462159,0.14056534980482993,0.1771956856702619,0.03690190764098823,0.1420610182299046,0.06397306397306396,0.03517163759144626
5304,0.9218559218559217,0.6230543649898489,0.1348801453630582,0.09652859603009152,0.0455968772787715,0.793528505392912,0.5045345564474096,0.342778879758194,0.26425545780384485,0.3567810917276307
2886,0.3455433455433454,0.29054816151590346,0.3641763924802571,0.45282334813740593,0.3673057950499722,0.2804314329738058,0.21911810695298656,0.5013696042316049,0.41696535244922334,0.3694428812605515
6441,0.19780219780219777,0.06744868035190613,0.031029422042071417,0.08139218707513822,0.04023506198258483,0.2804314329738058,0.03189825914729491,0.07905922357608389,0.02346041055718475,0.03517163759144626
10024,0.3797313797313797,0.25016918565305657,0.22796841148927244,0.15934016133417928,0.11607257753184919,0.6009244992295837,0.190242885437298,0.4793614810616795,0.23292060388834582,0.4372537985368598
4355,0.33211233211233226,0.12271599368373562,0.03997484100915506,0.047856430707876374,0.020246214558400893,0.3497688751926038,0.06244136349421453,0.11192972513459906,0.03779732811990876,0.07034327518289252
7692,0.3565323565323564,0.25490638393864196,0.31714305681738764,0.4505574186531315,0.35302191910093084,0.3713405238828966,0.20931929531950383,0.5198828752243317,0.4284240251982187,0.325267304445695
354,0.4713064713064712,0.3550642905481616,0.49122929624711714,0.4199220520257409,0.2412816883284005,0.608628659476117,0.39851975398728234,0.6255785397185227,0.42652329749103934,0.5011254924029263
4326,0.2576312576312576,0.10466952402436272,0.03717939758194143,0.05093809480648963,0.020460687170248362,0.18335901386748854,0.050974669029500694,0.12628695570038728,0.04588899750190072,0.03517163759144626
11475,0.24664224664224665,0.10512068576584702,0.051575931232091685,0.0646243088915073,0.036417449491699914,0.19414483821263473,0.05066194099864485,0.16170775479361482,0.05794504181600956,0.03517163759144626
947,0.19780219780219777,0.09451838484096547,0.1091620658326927,0.2494335176289314,0.1766825376399434,0.18952234206471474,0.03909100385697904,0.13979408708793806,0.07385684805039644,0.061620709060213885
11220,0.18681318681318682,0.06609519512745315,0.0366203088964987,0.05447294480195776,0.024149616094024794,0.1987673343605545,0.03179401647034295,0.08793803721545293,0.031226240903660253,0.03517163759144626
8207,0.19780219780219777,0.09000676742612226,0.09029282269900063,0.2893138765521617,0.26311500021447265,0.18335901386748854,0.035338267486709055,0.12628695570038728,0.07000108613011838,0.10551491277433878
22,0.2637362637362637,0.16918565305662078,0.13697672793346843,0.2787999637451282,0.22635439454381678,0.2804314329738058,0.08339414156155531,0.36242561632190423,0.22689258173129143,0.14940911648846367
11531,0.18925518925518925,0.10354161967065187,0.12348871339716261,0.28460074322487083,0.24475614464032944,0.10939907550077033,0.041071614719065994,0.1600075564371399,0.08808515260128164,0.10551491277433878
6505,0.36752136752136755,0.20550417324610873,0.05514012160178908,0.05003172301277985,0.015570711620126111,0.3620955315870569,0.11018450953820494,0.15131765372626807,0.07271641142608884,0.10551491277433878
12731,0.33333333333333326,0.29844349199187903,0.29701586414144937,0.3197679688208102,0.22575387123064386,0.4206471494607087,0.21661628270613992,0.4411070180409937,0.36689475399152816,0.325267304445695
1213,0.2637362637362637,0.09699977441912924,0.04458732266405757,0.04849089096347321,0.020460687170248362,0.2804314329738058,0.05451892004586678,0.1420610182299046,0.04588899750190072,0.03517163759144626
10375,0.40293040293040283,0.1967065192871644,0.0822559228457614,0.07142209734433065,0.024149616094024794,0.3620955315870569,0.110080266861253,0.22074241994899407,0.12430759204952754,0.061620709060213885
9505,0.27472527472527464,0.17820888788630726,0.0963729121531903,0.10649868576089912,0.062282846480504445,0.2804314329738058,0.09996872719691444,0.2825162935675829,0.1496687303138916,0.19358469330332018
5306,0.19780219780219777,0.0676742612226483,0.04242085400796701,0.08610532040242906,0.0455968772787715,0.2804314329738058,0.03450432607109351,0.10267308963823558,0.03899207125013577,0.03517163759144626
8886,0.26129426129426125,0.11549740581998644,0.042281081836606324,0.0555605909544095,0.024149616094024794,0.19414483821263473,0.04816011675179818,0.10607348635118544,0.026555881394591065,0.03517163759144626
3669,0.33211233211233226,0.25761335438754795,0.4370675798448528,0.48853439680957117,0.5241281688328401,0.2804314329738058,0.10945481079954134,0.40653631812600355,0.4501466275659824,0.4572312886888013
12782,0.22100122100122088,0.10647417099030002,0.06373611014047102,0.10849270370706064,0.07240595375970489,0.2804314329738058,0.051808610445116254,0.18532162085576653,0.08808515260128164,0.061620709060213885
3214,0.31135531135531136,0.24114595082337018,0.23223146271577327,0.5087464878092994,0.4898554454596148,0.2804314329738058,0.13228395705201712,0.45055256446585434,0.2997719126751384,0.23747889701744512
5836,0.3565323565323564,0.16828332957365214,0.05667761548675658,0.0542916704432158,0.024149616094024794,0.5377503852080123,0.09913478578129886,0.18343251157079438,0.08716194200065167,0.14940911648846367
7036,0.32478632478632474,0.2729528535980149,0.29932210496890066,0.32167134958760085,0.2300433234675932,0.4206471494607087,0.2128635463358699,0.4411070180409937,0.36325621809492775,0.325267304445695
7976,0.31135531135531136,0.21272276110985786,0.1892515200223635,0.4011601558959485,0.31583236820658,0.3389830508474576,0.15813614093609926,0.4121091905166714,0.34153361572716406,0.325267304445695
827,0.3565323565323564,0.23550642905481614,0.2476762876511286,0.3678056738874286,0.30296401149573204,0.3713405238828966,0.15427916188887733,0.42986681779540953,0.322146193113935,0.325267304445695
5738,0.3504273504273503,0.29054816151590346,0.27821650709343765,0.46696274811927846,0.3287007249174281,0.45146379044684126,0.17491921192536225,0.4411070180409937,0.42728358857391113,0.4372537985368598
10642,0.31868131868131866,0.22400180464696592,0.24068767908309452,0.4550892776216804,0.39947668682709225,0.2804314329738058,0.12446575628062129,0.43666761122130915,0.3453893776474421,0.28137310073157
8021,0.23565323565323548,0.08842770133092712,0.04025438535187642,0.050847457627118633,0.024149616094024794,0.1771956856702619,0.040341915980402376,0.09795031642580523,0.03198653198653199,0.03517163759144626
4250,0.2869352869352868,0.2165576359124746,0.3643161646516178,0.4597117737696002,0.37802942564234554,0.3620955315870569,0.1395809444386532,0.4379899877207896,0.3355055935701097,0.325267304445695
1751,0.3846153846153846,0.15249266862170088,0.06184918582710182,0.05927671530861958,0.024149616094024794,0.37750385208012305,0.09413113728760555,0.15575706054595262,0.08086238731400022,0.10551491277433878
9051,0.34798534798534786,0.2706970448905933,0.2499126423928995,0.4572645699265839,0.4102003174194656,0.36671802773497686,0.16449494423016783,0.5434967412864835,0.5285652221136092,0.28137310073157
2878,0.2796092796092795,0.13106248590119554,0.06695087008176671,0.07096891144747575,0.042551366190537475,0.2804314329738058,0.07265714583550506,0.21129687352413337,0.10258498968176388,0.061620709060213885
8733,0.23565323565323548,0.092488157004286,0.04850094346215668,0.061995830689748926,0.028181701196757176,0.2804314329738058,0.05378922130720318,0.15254557476149996,0.05794504181600956,0.03517163759144626
7216,0.2515262515262515,0.10421836228287842,0.04291005660772938,0.055288679416296574,0.024149616094024794,0.2804314329738058,0.06348379026373396,0.1238311136299235,0.05550124904963615,0.061620709060213885
9673,0.20634920634920628,0.10128581096323028,0.1089524075756517,0.259131695821626,0.18500407497962512,0.19414483821263473,0.03575523819451683,0.11958061773873621,0.06636255023351798,0.061620709060213885
8699,0.22344322344322332,0.1648996165125197,0.20462645887203854,0.30127798422913077,0.2214644189936945,0.2804314329738058,0.08756384863963307,0.26797015207329744,0.2148365374171826,0.19358469330332018
10536,0.20879120879120872,0.10895556056846376,0.09252917744077152,0.17665186259403604,0.1153004761291983,0.2804314329738058,0.05889711247784843,0.21545291395107208,0.10019550342130987,0.061620709060213885
8028,0.19780219780219777,0.07850214301827202,0.0369697393249004,0.10214810115109217,0.0455968772787715,0.19414483821263473,0.03043886166996769,0.08793803721545293,0.01569458021070924,0.03517163759144626
7992,0.24053724053724035,0.22490412812993457,0.4999650569571597,0.44167497507477566,0.33869514862952,0.2804314329738058,0.15605128739706037,0.383867006706338,0.27886390789616594,0.3567810917276307
10504,0.2222222222222221,0.10715091360252646,0.051016842546648955,0.07531949605728269,0.028181701196757176,0.18335901386748854,0.04836860210570207,0.17351468782469068,0.05446942543716737,0.03517163759144626
